timestamp,cpu_utilization,memory_utilization,network_latency,error_rate,kpi_value
2026-05-29 19:39:48.599308,43.97371322408986,59.630887737658206,130.99033154879004,0.5167541614249956,286.5594864929549
2026-05-29 20:39:48.599308,38.893885590630525,64.54708320235065,123.86950524369153,0.31732214255072,322.45935912164674
2026-05-29 21:39:48.599308,45.18150830480554,48.00716213090429,110.89445554880261,0.27727016748665395,334.8060461326917
2026-05-29 22:39:48.599308,52.184238851264205,57.81484618345286,100.2959483344164,0.3994938313883572,390.76115411082867
2026-05-29 23:39:48.599308,38.12677300221331,51.746787154390866,120.47334970420386,0.37447230662126074,391.42775097088213
2026-05-30 00:39:48.599308,38.126904344406555,52.56437308117652,115.90228078132624,0.33201579260090874,506.39881122118817
2026-05-30 01:39:48.599308,52.63370252405913,52.03803037880565,123.42789830041599,0.5044581171185073,551.7999732813709
2026-05-30 02:39:48.599308,46.13947783322327,50.68004615160092,119.52757702522955,0.5432957812855767,575.4873410679543
2026-05-30 03:39:48.599308,36.24420491252038,55.24260813972413,125.74329072979003,0.41326103294377714,661.1987262902817
2026-05-30 04:39:48.599308,44.34048034868772,50.845249417944814,101.97147182659148,0.6216295121582892,701.3321848856845
2026-05-30 05:39:48.599308,36.2926584575003,56.35228412889919,129.76091098451488,0.22874663287997427,644.9583693267444
2026-05-30 06:39:48.599308,36.27416197143795,54.748809452754315,112.963994070386,0.3709510811080423,677.1182566430135
2026-05-30 07:39:48.599308,41.93569817252828,53.80525976566795,141.12891308937898,0.2924766519095793,670.1108947641947
2026-05-30 08:39:48.599308,24.693758042737617,50.46218168979201,99.66218272865648,0.12001950743904104,645.0079877236219
2026-05-30 09:39:48.599308,26.200657339895738,52.116143347158335,136.03945704747875,0.38759789712359516,666.305601495262
2026-05-30 10:39:48.599308,35.50169976607222,58.77695612912878,112.96866175193972,0.3817378737425075,594.1852158368159
2026-05-30 11:39:48.599308,31.89735103732461,57.504585938121906,100.22872994578327,0.6270174614863196,543.8283637811859
2026-05-30 12:39:48.599308,42.51397866076219,50.11222377600725,102.74171248918518,0.4946217526832167,439.8841290677974
2026-05-30 13:39:48.599308,32.735807395830314,55.49666152714613,105.1947903770852,0.24637197635061928,467.29873188577267
2026-05-30 14:39:48.599308,28.701570389317666,58.75693561685895,116.36248919602875,0.6781138849501283,362.8222481543959
2026-05-30 15:39:48.599308,51.72519015137243,46.65297359439314,117.8425323205325,0.583155054328803,360.37662267068043
2026-05-30 16:39:48.599308,38.19378959610771,57.71680096189967,101.39449994092132,0.4873146555202924,335.11622738185804
2026-05-30 17:39:48.599308,40.54022563750339,51.686881205270765,109.63468111608526,0.36602738517252525,347.6345926173459
2026-05-30 18:39:48.599308,28.602014510292346,57.852993342965796,142.13405537917797,0.2560841144914781,260.7353880264266
2026-05-30 19:39:48.599308,35.64493820379854,51.18370421728741,135.91314755151066,0.3441689835893421,216.22947006756158
2026-05-30 20:39:48.599308,40.88738071767893,45.97558949667741,116.54485504511048,0.5633122929556279,332.3104055857232
2026-05-30 21:39:48.599308,30.79205138062158,46.862287810584185,110.570052172523,0.6826879458901913,412.5939792080161
2026-05-30 22:39:48.599308,43.00558414676537,55.24042473330691,111.80046990077392,0.6314865292408284,437.168390588183
2026-05-30 23:39:48.599308,35.19489048064956,56.29861250860741,119.20276959095625,0.3266725867320589,454.5259734377345
2026-05-31 00:39:48.599308,37.666450001653786,50.47841687447796,94.65811152202392,0.23205738500664835,485.25091443103855
2026-05-31 01:39:48.599308,35.186347102164824,58.19296229388687,106.13935193864982,0.4211329370366806,575.9774869196234
2026-05-31 02:39:48.599308,54.818225476071504,46.6923996886552,84.97123889183615,0.13473409516557228,570.7936140088659
2026-05-31 03:39:48.599308,39.89202220209653,54.669601006763415,115.98834683907918,0.44847515712771724,655.7120893179961
2026-05-31 04:39:48.599308,31.5383125683528,48.94491900118772,119.70793909554112,0.37785961205519975,688.3691855318865
2026-05-31 05:39:48.599308,46.58035929682551,51.7408194609892,102.75220306550939,0.3300945247197637,724.9914624827801
2026-05-31 06:39:48.599308,30.233250800231822,55.23699335658207,133.6098014493505,0.16079453990998072,782.7898011673324
2026-05-31 07:39:48.599308,41.670908760038046,50.69793317358024,91.61351505496488,0.4770400159854575,704.9576442731767
2026-05-31 08:39:48.599308,24.322639008961794,53.077222278850876,88.0343767968527,0.3200948740507133,657.9361719856629
2026-05-31 09:39:48.599308,29.374511608812554,60.0314640460722,113.36677727839958,0.22451247464345683,640.6541268715497
2026-05-31 10:39:48.599308,41.57488988695299,52.115540652384254,125.70647453918232,0.0,546.9277228533265
2026-05-31 11:39:48.599308,45.907732639963285,59.17846056032571,135.25891537186803,0.3958727642424046,530.9224150878325
2026-05-31 12:39:48.599308,41.37094624951976,49.35146572671191,103.1167360569659,0.6658377395004617,487.7215268566069
2026-05-31 13:39:48.599308,39.07481374089408,57.64902088957641,126.18021250146944,0.6491888821821805,432.5135390414581
2026-05-31 14:39:48.599308,37.59117043528569,62.207843103289505,109.42237295748939,0.3314355615120593,404.5706461610117
2026-05-31 15:39:48.599308,28.17182407706058,42.641777499363556,107.41059050088771,0.30966819094573295,333.9060457912246
2026-05-31 16:39:48.599308,34.24124633284233,51.015523722647615,123.25489906230008,0.4703161384112536,360.42583926284647
2026-05-31 17:39:48.599308,36.3148898323217,57.8853606359027,119.78484317620129,0.2502421841217563,306.82104668973227
2026-05-31 18:39:48.599308,48.45697780975132,53.984773069785035,86.35411764523626,0.44526878497291994,299.7209903658412
2026-05-31 19:39:48.599308,42.74894631654769,56.85572936685654,132.14810524588844,0.5149120417577036,296.9779932467988
2026-05-31 20:39:48.599308,25.89567875709813,51.9800740664209,130.70137031221176,0.5840399835826462,331.45063975888166
2026-05-31 21:39:48.599308,42.592671755158364,55.4329489373645,100.61655947735706,0.3849768885280071,383.33159170271955
2026-05-31 22:39:48.599308,36.91934175666947,54.221613823039604,115.93705300156114,0.36944893747345514,373.9860935286729
2026-05-31 23:39:48.599308,34.58462399755233,60.838910308299035,117.41045279424108,0.2683026119865159,428.49269630723796
2026-06-01 00:39:48.599308,44.89341031072694,56.272104216506065,113.9101064873586,0.27596794689402104,490.88821913670006
